Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Monday, September 21, 2020",,,,,,,,,,,,,,,,Page 8 of 133,
Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
ARCH,2710,1,Structures II,46%,32%,7%,4%,0%,0%,0%,0%,0%,11%,0%,0%,Trick Amy Christine,
ARCH,3510,2,Studio Clemson,50%,25%,8%,0%,0%,0%,0%,0%,0%,8%,0%,8%,Hambright-Belue,
,,,,,,,,,,,,,,,,Sallie Rebecca,
ARCH,3540,1,Studio Barcelona,44%,56%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Roldan Miguel,
ARCH,4520,1,Synthesis Studio,25%,42%,8%,0%,0%,0%,0%,0%,0%,25%,0%,0%,Heine Ulrike Ann-,
,,,,,,,,,,,,,,,,Sophie,
ARCH,4520,2,Synthesis Studio,36%,45%,0%,0%,0%,0%,0%,0%,0%,18%,0%,0%,Wilkerson Julie Poe,
ARCH,4520,3,Synthesis Studio,27%,55%,0%,0%,0%,0%,0%,0%,0%,9%,0%,9%,Terim Berrin,
ARCH,4520,4,Synthesis Studio,50%,25%,8%,0%,0%,0%,0%,0%,0%,17%,0%,0%,Schafer George J,
ARCH,4520,5,Synthesis Studio,27%,55%,0%,0%,0%,0%,0%,0%,0%,18%,0%,0%,Roberts Kendall,
,,,,,,,,,,,,,,,,Maurice,
ARCH,4520,6,Synthesis Studio,45%,36%,0%,0%,0%,0%,0%,0%,0%,9%,0%,9%,Collins Carleton Ray,
ARCH,4710,1,Arch Hist of Place,7%,79%,0%,0%,0%,0%,0%,0%,0%,7%,0%,7%,White Jason Matthew,
ARCH,8110,1,Visualization II,20%,70%,0%,0%,0%,0%,0%,0%,0%,10%,0%,0%,Hecker Douglas A.,
ARCH,8120,1,Computational Design Met,50%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,Lee David M,
ARCH,8350,1,Integr Proj Deliv Case Studi,67%,0%,0%,0%,0%,0%,0%,0%,0%,0%,33%,0%,Hambright-Belue,
,,,,,,,,,,,,,,,,Sallie Rebecca,
ARCH,8620,2,History/Theory III,75%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Thomas James G.,
ARCH,8650,1,Topics in Health Policy,67%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Joseph Anjali,
ARCH,8710,1,Structures II,57%,14%,7%,0%,0%,0%,0%,0%,0%,21%,0%,0%,Albright Dustin,
,,,,,,,,,,,,,,,,Graham,
ARCH,8730,1,Environmental Sys,75%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,Blouin Vincent Yves,
,,,,,,,,,,,,,,,,Marie,
ARCH,8730,2,Environmental Sys,50%,38%,0%,0%,0%,0%,0%,0%,0%,13%,0%,0%,Blouin Vincent Yves,
,,,,,,,,,,,,,,,,Marie,
ARCH,8920,1,Comprehensive Studio,40%,60%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Albright Dustin,
,,,,,,,,,,,,,,,,Graham,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Monday, September 21, 2020",,,,,,,,,,,,,,,,Page 9 of 133,
Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
ART,1510,1,Foundations Art I,65%,6%,12%,0%,0%,0%,0%,0%,0%,18%,0%,0%,De Cuba Rachel Lynn,
ART,2050,1,Beginning Life Drawing,67%,28%,0%,0%,6%,0%,0%,0%,0%,0%,0%,0%,Johnson Lori Brook,
ART,2070,1,Beginning Painting,54%,38%,0%,0%,0%,0%,0%,0%,0%,8%,0%,0%,Waller Megan,
ART,2090,1,Beginning Sculpture,70%,30%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Felder Ashley,
,,,,,,,,,,,,,,,,Elizabeth,
ART,2100,10,Art Appreciation,92%,0%,0%,4%,0%,0%,0%,4%,0%,0%,0%,0%,Fowler Jordan,
,,,,,,,,,,,,,,,,Alexander,
ART,2100,11,Art Appreciation,88%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Massey Dustin L,
ART,2100,11,Art Appreciation,88%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Massey Dustin L,
ART,2110,1,Begin Printmaking,71%,29%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Ferguson Mandy,
,,,,,,,,,,,,,,,,Loraine,
ART,2170,1,Beginning Ceramics,80%,10%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Bare Daniel L,
ART,3570,1,Community Supported Art,80%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Zimany Valerie A.,
ART,4200,1,Time Base & Digital Art Fn,73%,9%,0%,0%,0%,0%,0%,0%,0%,18%,0%,0%,De Cuba Rachel Lynn,
AS,1100,1,Air Force Today II,67%,17%,0%,0%,0%,0%,0%,8%,0%,0%,8%,0%,Blanton Joseph,
,,,,,,,,,,,,,,,,Michael,
AS,1100,2,Air Force Today II,93%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Blanton Joseph,
,,,,,,,,,,,,,,,,Michael,
AS,1100,3,Air Force Today II,90%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,10%,Blanton Joseph,
,,,,,,,,,,,,,,,,Michael,
AS,2100,1,Dev of Air Power II,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Leneau Wayne D,
AS,2100,2,Dev of Air Power II,73%,20%,0%,0%,0%,0%,0%,0%,0%,7%,0%,0%,Leneau Wayne D,
AS,2100,3,Dev of Air Power II,87%,7%,0%,0%,0%,0%,0%,7%,0%,0%,0%,0%,Leneau Wayne D,
AS,3100,1,Af Ldrshp & Mgt II,94%,0%,0%,0%,0%,0%,0%,0%,0%,6%,0%,0%,Miller Rachelle Marie,
AS,3100,2,Af Ldrshp & Mgt II,94%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Miller Rachelle Marie,
AS,4100,1,Nat Sec Policy II,93%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Balts Keith W,
ASL,1010,1,Am Sign Lang I,84%,8%,0%,0%,4%,0%,0%,0%,0%,0%,4%,0%,Hurdich Jason,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Monday, September 21, 2020",,,,,,,,,,,,,,,,Page 10 of 133,
Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
ASL,1010,2,Am Sign Lang I,88%,4%,0%,0%,0%,0%,0%,0%,0%,4%,0%,4%,Clements William,
,,,,,,,,,,,,,,,,Ryals,
ASL,1010,4,Am Sign Lang I,88%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Cripps Jody Herbert,
ASL,1020,1,Am Sign Lang I,72%,16%,0%,0%,0%,0%,0%,0%,0%,12%,0%,0%,Hurdich Jason,
ASL,1020,2,Am Sign Lang I,76%,16%,0%,0%,0%,0%,0%,0%,0%,4%,4%,0%,Clements William,
,,,,,,,,,,,,,,,,Ryals,
ASL,2010,1,Am Sign Lang II,81%,10%,5%,0%,0%,0%,0%,0%,0%,5%,0%,0%,Misener Dunn Kim,
,,,,,,,,,,,,,,,,Marlene,
ASL,2010,2,Am Sign Lang II,52%,40%,0%,0%,0%,0%,0%,0%,0%,4%,4%,0%,Misener Dunn Kim,
,,,,,,,,,,,,,,,,Marlene,
ASL,2020,1,Am Sign Lang II,73%,15%,0%,4%,4%,0%,0%,0%,0%,0%,0%,4%,Hurdich Jason,
ASL,2020,2,Am Sign Lang II,83%,13%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Clements William,
,,,,,,,,,,,,,,,,Ryals,
ASL,3000,2,Fingerspelling & Numbers -,27%,45%,0%,0%,0%,0%,0%,9%,0%,9%,0%,9%,Fitzmaurice Stephen,
,,,,,,,,,,,,,,,,Benjamin,
ASL,3050,1,Deaf Studies,68%,12%,4%,0%,0%,0%,0%,4%,0%,4%,4%,4%,Hurdich Jason,
ASTR,1010,1,Solar System Astronomy,49%,28%,3%,2%,1%,0%,0%,3%,0%,9%,1%,3%,Connick David,
,,,,,,,,,,,,,,,,Edward,
ASTR,1020,1,Stellar Astronomy,46%,26%,6%,1%,1%,0%,0%,4%,0%,13%,0%,3%,Connick David,
,,,,,,,,,,,,,,,,Edward,
ASTR,1030,1,Solar Systm Astr Lab,43%,30%,0%,0%,0%,0%,0%,13%,0%,4%,4%,4%,Connick David,
,,,,,,,,,,,,,,,,Edward,
ASTR,1030,2,Solar Systm Astr Lab,21%,54%,8%,4%,0%,0%,0%,0%,0%,13%,0%,0%,Connick David,
,,,,,,,,,,,,,,,,Edward,
ASTR,1030,3,Solar Systm Astr Lab,25%,40%,5%,0%,0%,0%,0%,5%,0%,25%,0%,0%,Connick David,
,,,,,,,,,,,,,,,,Edward,
ASTR,1030,4,Solar Systm Astr Lab,25%,38%,4%,0%,0%,0%,0%,4%,0%,29%,0%,0%,Connick David,
,,,,,,,,,,,,,,,,Edward,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Monday, September 21, 2020",,,,,,,,,,,,,,,,Page 11 of 133,
Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
ASTR,1040,1,Stellar Astr Lab,25%,38%,4%,0%,0%,0%,0%,13%,0%,17%,0%,4%,Connick David,
,,,,,,,,,,,,,,,,Edward,
ASTR,1040,2,Stellar Astr Lab,57%,17%,4%,0%,0%,0%,0%,9%,0%,13%,0%,0%,Connick David,
,,,,,,,,,,,,,,,,Edward,
ASTR,1040,3,Stellar Astr Lab,25%,50%,6%,0%,6%,0%,0%,0%,0%,6%,0%,6%,Connick David,
,,,,,,,,,,,,,,,,Edward,
ASTR,1040,4,Stellar Astr Lab,74%,22%,0%,4%,0%,0%,0%,0%,0%,0%,0%,0%,Connick David,
,,,,,,,,,,,,,,,,Edward,
ASTR,8200,1,Astroph II: Stellar Astrophy,60%,40%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Meyer Bradley S,
AUD,2850,1,Acoustics of Music,75%,8%,0%,0%,0%,0%,0%,0%,0%,8%,8%,0%,Altstatt Hamilton S,
AUE,6860,200,Digital Automotive Manufa,58%,8%,0%,0%,0%,0%,0%,12%,0%,23%,0%,0%,Mears Michael L,
AUE,6930,2,Adv & Electrified Powertrai,65%,8%,0%,0%,0%,0%,0%,4%,0%,23%,0%,0%,Lawler Benjamin John,
AUE,8160,1,Eng Combustion Emiss,56%,14%,0%,0%,0%,0%,0%,0%,0%,30%,0%,0%,Prucka Robert G,
AUE,8170,500,Alt Energy Sources,39%,13%,0%,0%,0%,0%,0%,9%,0%,39%,0%,0%,Zhang Jiangfeng,
AUE,8240,1,Autonomous Driving Tech,92%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Jia Yunyi,
AUE,8290,4,Tire Behavior,90%,5%,0%,0%,0%,0%,0%,0%,0%,5%,0%,0%,Bokar Jason C,
AUE,8500,6,Stability/Safety Sys,94%,0%,0%,0%,0%,0%,0%,3%,0%,3%,0%,0%,Ayalew Beshah,
AUE,8550,16,Struct/Thermal Analysis M,68%,8%,0%,0%,0%,0%,0%,4%,0%,20%,0%,0%,Schmueser David,
,,,,,,,,,,,,,,,,William,
AUE,8860,1,"Vehicle Noise, Vibrat & Har",50%,29%,0%,0%,0%,0%,0%,0%,0%,21%,0%,0%,Poland Jeffrey Blane,
AUE,8930,1,Perception & Intelligence,78%,11%,0%,0%,0%,0%,0%,0%,0%,11%,0%,0%,Li Bing,
AUE,8930,13,Autonomy: Science and Sy,53%,13%,0%,0%,0%,0%,0%,0%,0%,33%,0%,0%,Krovi Venkat Narayan,
AUE,9910,3,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Jia Yunyi,
AUE,9910,9,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Pilla Srikanth,
AVS,2000,1,Beef Cattle Tech,50%,33%,0%,0%,0%,0%,0%,4%,0%,8%,4%,0%,Long Nathan M,
AVS,3010,1,Anat & Phys Dom Ani,48%,25%,8%,1%,0%,0%,0%,3%,0%,8%,0%,8%,Birrenkott Glenn P,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Monday, September 21, 2020",,,,,,,,,,,,,,,,Page 12 of 133,
Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
AVS,3100,1,Animal Health,80%,16%,0%,0%,0%,0%,0%,2%,0%,3%,0%,0%,Strickland James,
,,,,,,,,,,,,,,,,Robert,
AVS,3150,1,Animal Welfare,87%,10%,2%,0%,0%,0%,0%,0%,0%,2%,0%,0%,Ali Ahmed Badr,
,,,,,,,,,,,,,,,,Abdelwahab,
AVS,3700,1,Principles of Animal Nutriti,54%,28%,10%,1%,0%,0%,0%,1%,0%,1%,0%,4%,Strickland James,
,,,,,,,,,,,,,,,,Robert,
AVS,3750,1,Applied Animal Nutrition,38%,23%,12%,4%,0%,0%,0%,4%,0%,12%,0%,8%,Arguelles-Ramos,
,,,,,,,,,,,,,,,,Mireille,
AVS,4000,1,AVS Professional Develop,57%,22%,4%,0%,0%,0%,0%,4%,0%,4%,4%,4%,Jones Jeryl C,
AVS,4010,1,Beef Production,20%,20%,13%,0%,0%,0%,0%,0%,0%,13%,27%,7%,Long Nathan M,
AVS,4060,2,Sems & Topics: Senior Cap,73%,14%,0%,0%,0%,0%,0%,5%,0%,0%,0%,9%,Jones Jeryl C,
AVS,4120,1,Advanced Equine Manage,82%,9%,0%,0%,0%,0%,0%,9%,0%,0%,0%,0%,Vernon Kristine Lang,
AVS,4130,1,Animal Products,74%,17%,3%,0%,0%,0%,0%,0%,0%,4%,0%,1%,Miller Richelle,
,,,,,,,,,,,,,,,,Lorraine,
AVS,4410,1,AVS Teaching Experience,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Miller Richelle,
,,,,,,,,,,,,,,,,Lorraine,
AVS,4530,1,Animal Reproduction,15%,50%,9%,0%,0%,0%,0%,4%,0%,20%,2%,0%,Pratt Scott Lee,
AVS,4530,400,Animal Reproduction,21%,36%,14%,7%,0%,0%,0%,0%,0%,7%,7%,7%,Pratt Scott Lee,
AVS,4550,2,Animal Reproductive Man,83%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Sinclair Chelsea,
,,,,,,,,,,,,,,,,Drumwright,
AVS,4700,1,Animal Genetics,37%,24%,12%,2%,2%,0%,0%,6%,0%,10%,2%,6%,Bertrand Joseph,
,,,,,,,,,,,,,,,,Keith,
AVS,4910,18,Analysis of Natural Product,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Strickland James,
,,,,,,,,,,,,,,,,Robert,
AVS,8010,1,Vitamin and Mineral Meta,71%,29%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Strickland James,
,,,,,,,,,,,,,,,,Robert,
BCHM,3010,1,Molecular Biochemistry,43%,34%,9%,0%,0%,0%,0%,3%,0%,11%,0%,1%,Oliveira Marcos Tulio,
BCHM,3010,2,Molecular Biochem(HON),93%,3%,0%,0%,0%,0%,0%,0%,0%,3%,0%,0%,Oliveira Marcos Tulio,H
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Monday, September 21, 2020",,,,,,,,,,,,,,,,Page 13 of 133,
Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
BCHM,3040,1,Molecular Biology Laborat,88%,0%,0%,0%,0%,0%,0%,13%,0%,0%,0%,0%,Ford Geoffrey T,
BCHM,3050,1,Essen Elements Bioch,40%,27%,8%,0%,0%,0%,0%,5%,0%,13%,1%,5%,Ragland Debra A,
BCHM,3050,2,Essen Elements Bioch,22%,42%,5%,1%,0%,0%,0%,6%,0%,14%,2%,7%,Ragland Debra A,
BCHM,3050,3,Essen Elements Bioch,35%,33%,10%,1%,0%,0%,0%,2%,0%,14%,1%,4%,Anderson Heidi,
,,,,,,,,,,,,,,,,Dodson,
BCHM,3050,4,Essen Elements Bioch,34%,23%,9%,2%,0%,0%,0%,7%,0%,18%,4%,2%,Anderson Heidi,
,,,,,,,,,,,,,,,,Dodson,
BCHM,4320,1,Bioch of Metabolism,54%,36%,1%,0%,0%,0%,0%,3%,0%,4%,1%,0%,Paul Kimberly S,
BCHM,4340,4,Biochemistry of Metabolis,88%,13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Ford Geoffrey T,
BCHM,4360,1,Genes to Proteins,31%,32%,11%,0%,2%,0%,0%,0%,0%,23%,0%,2%,Sehorn Michael Glen,
BCHM,4400,1,Bioinformatics,65%,10%,15%,0%,0%,0%,0%,0%,0%,10%,0%,0%,Wang Liangjiang,
BCHM,8250,1,Seminar I,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Sekhon Rajandeep,
,,,,,,,,,,,,,,,,Singh,
BE,2120,1,Fundamentals of Biosys En,71%,13%,4%,0%,0%,0%,0%,4%,4%,4%,0%,0%,Drapcho Caye Marie,
BE,3220,1,Sm Wtrshd Hyd & Sed,41%,27%,5%,0%,0%,0%,0%,5%,0%,18%,0%,5%,Owino Tom O.,
BE,4120,1,Be Heat Mass Trans,39%,11%,0%,0%,0%,0%,0%,6%,0%,28%,0%,17%,Drapcho Caye Marie,
BE,4240,1,Ecological Engineering,73%,15%,0%,0%,0%,0%,0%,0%,0%,6%,0%,6%,Darnault Christophe,
BE,4380,1,Bioprocess Engineering De,39%,17%,0%,0%,0%,0%,0%,6%,0%,39%,0%,0%,Walker Terry H,
BE,4400,1,Sustainable Energy Engine,64%,27%,5%,0%,0%,0%,0%,0%,0%,0%,5%,0%,Taylor Jazmine,
,,,,,,,,,,,,,,,,Octavia,
BE,8380,1,Adv Bioprocess Engr,67%,0%,17%,0%,0%,0%,0%,0%,0%,17%,0%,0%,Walker Terry H,
BE,8610,1,Biosystems Engineering Se,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Popat Sudeep,
BIOE,1010,1,Biol for Bioengr,72%,18%,3%,0%,0%,0%,0%,1%,0%,7%,0%,0%,Harvey Tyler George,
BIOE,2010,1,Intro Biomed Engr,33%,37%,0%,0%,0%,0%,0%,7%,0%,15%,4%,4%,Webb Charles K,
BIOE,3000,1,Bioeng Ethics Entrepreneu,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Dean Delphine,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Monday, September 21, 2020",,,,,,,,,,,,,,,,Page 14 of 133,
Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
BIOE,3020,1,Biomaterials,92%,3%,0%,0%,0%,0%,0%,0%,0%,3%,0%,2%,Vertegel Alexey,
,,,,,,,,,,,,,,,,Alexandrovich,
BIOE,3100,1,Engr Analysis of Physiol Pr,80%,14%,0%,0%,0%,0%,0%,0%,0%,6%,0%,0%,Booth Brian William,
BIOE,3200,1,Biomechanics,79%,13%,0%,0%,0%,0%,0%,0%,0%,8%,0%,0%,Richardson William J,
BIOE,3210,1,Biofluid Mechanics,39%,20%,0%,4%,0%,0%,0%,5%,0%,23%,2%,7%,Harcum Sarah W,
BIOE,3470,1,Transport Processes in Bio,55%,18%,0%,0%,0%,0%,0%,5%,0%,23%,0%,0%,Latour Robert A,
BIOE,3700,1,Bioinst & Imaging,89%,7%,0%,0%,0%,0%,0%,0%,0%,4%,0%,0%,Gilmore Jordon,
,,,,,,,,,,,,,,,,Anthony Stowe,
BIOE,4000,1,Bioengr Leadshp & MedTe,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Laberge Martine,
BIOE,4030,1,Applied Bio E Design,83%,12%,0%,0%,0%,0%,0%,0%,0%,4%,0%,0%,Desjardins John D,
BIOE,4420,1,Biomed App Gene Reg & E,67%,17%,0%,0%,0%,0%,0%,0%,0%,17%,0%,0%,Cottle Renee Nicole,
BIOE,4490,1,Drug Delivery,67%,14%,0%,0%,0%,0%,0%,5%,0%,14%,0%,0%,Lee JeoungSoo,
BIOE,4510,51,CI - Sports Science STEM K-,92%,0%,0%,0%,0%,0%,0%,8%,0%,0%,0%,0%,Harvey Tyler George,
BIOE,6420,1,Biomed App Gene Reg & E,80%,7%,0%,0%,0%,0%,0%,7%,0%,7%,0%,0%,Cottle Renee Nicole,
BIOE,6490,1,Drug Delivery,86%,5%,0%,0%,0%,0%,0%,5%,0%,5%,0%,0%,Lee JeoungSoo,
BIOE,8000,843,Seminar in Bioeng,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Foley Ann Catherine,
BIOE,8150,1,Design Manuf Medical Dev,87%,13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Harman Melinda K,
BIOE,8900,843,Bioengineering Internship,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Mercuri Jeremy J,
BIOE,9910,3,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Desjardins John D,
BIOE,9910,6,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Harman Melinda K,
BIOE,9910,13,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Richardson William J,
BIOE,9910,17,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Vyavahare Narendra,
,,,,,,,,,,,,,,,,R,
BIOE,9910,25,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Cottle Renee Nicole,
BIOE,9910,405,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Gilbert Jeremy L,
BIOL,1040,1,General Biology II,18%,33%,9%,1%,1%,0%,0%,8%,1%,27%,1%,2%,Sparace Salvatore A,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Monday, September 21, 2020",,,,,,,,,,,,,,,,Page 15 of 133,
Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
BIOL,1040,2,General Biology II,47%,31%,4%,1%,0%,0%,0%,4%,0%,10%,0%,2%,Espinoza Nora R,
BIOL,1040,3,General Biology II,30%,23%,6%,3%,1%,0%,0%,12%,0%,16%,4%,5%,Redding Nathan W,
BIOL,1040,4,General Biology II (HON),79%,14%,0%,0%,0%,0%,0%,0%,0%,7%,0%,0%,Espinoza Nora R,H
BIOL,1060,1,Gen Biology Lab II,17%,29%,13%,0%,4%,0%,0%,13%,0%,13%,13%,0%,Kaisa Tafadzwa R,
BIOL,1060,2,Gen Biology Lab II,5%,26%,11%,5%,0%,0%,0%,0%,0%,42%,11%,0%,Kaisa Tafadzwa R,
BIOL,1060,3,Gen Biology Lab II,35%,18%,12%,0%,0%,0%,0%,0%,0%,29%,6%,0%,Kaisa Tafadzwa R,
BIOL,1060,4,Gen Biology Lab II,13%,30%,0%,4%,0%,0%,0%,13%,0%,30%,0%,9%,Kaisa Tafadzwa R,
BIOL,1060,5,Gen Biology Lab II,14%,38%,19%,0%,0%,0%,0%,14%,0%,10%,5%,0%,Kaisa Tafadzwa R,
BIOL,1060,6,Gen Biology Lab II,23%,46%,15%,8%,0%,0%,0%,0%,0%,0%,0%,8%,Kaisa Tafadzwa R,
BIOL,1060,7,Gen Biology Lab II,20%,33%,13%,7%,0%,0%,0%,0%,0%,13%,0%,13%,Kaisa Tafadzwa R,
BIOL,1060,8,Gen Biology Lab II,13%,46%,8%,4%,0%,0%,0%,0%,0%,21%,4%,4%,Kaisa Tafadzwa R,
BIOL,1060,10,Gen Biology Lab II,38%,33%,8%,0%,0%,0%,0%,8%,0%,4%,4%,4%,Kaisa Tafadzwa R,
BIOL,1060,11,Gen Biology Lab II,23%,45%,14%,0%,0%,0%,0%,5%,0%,14%,0%,0%,Kaisa Tafadzwa R,
BIOL,1060,12,Gen Biology Lab II,30%,50%,0%,0%,0%,0%,0%,0%,0%,20%,0%,0%,Kaisa Tafadzwa R,
BIOL,1060,13,Gen Biology Lab II,24%,41%,6%,0%,0%,0%,0%,0%,0%,24%,0%,6%,Kaisa Tafadzwa R,
BIOL,1060,14,Gen Biology Lab II,35%,25%,10%,0%,0%,0%,0%,10%,0%,20%,0%,0%,Kaisa Tafadzwa R,
BIOL,1060,15,Gen Biology Lab II,15%,38%,8%,0%,0%,0%,0%,15%,0%,8%,8%,8%,Kaisa Tafadzwa R,
BIOL,1060,16,Gen Biology Lab II,29%,36%,14%,0%,0%,0%,0%,0%,0%,21%,0%,0%,Kaisa Tafadzwa R,
BIOL,1060,17,Gen Biology Lab II,15%,31%,0%,0%,0%,0%,0%,31%,0%,15%,8%,0%,Kaisa Tafadzwa R,
BIOL,1060,18,Gen Biology Lab II,0%,30%,10%,0%,0%,0%,0%,0%,0%,40%,10%,10%,Kaisa Tafadzwa R,
BIOL,1060,19,Gen Biology Lab II,0%,46%,15%,0%,0%,0%,0%,15%,0%,15%,8%,0%,Kaisa Tafadzwa R,
BIOL,1060,20,Gen Biology Lab II,19%,43%,14%,0%,0%,0%,0%,5%,0%,10%,0%,10%,Kaisa Tafadzwa R,
BIOL,1060,21,Gen Biology Lab II,35%,35%,5%,0%,0%,0%,0%,10%,0%,0%,5%,10%,Kaisa Tafadzwa R,
BIOL,1060,22,Gen Biology Lab II,48%,24%,5%,0%,0%,0%,0%,10%,0%,10%,0%,5%,Kaisa Tafadzwa R,
